scenario_id,started_at,completed_at,elapsed_seconds,mode,dry_run,configured_devices,represented_devices,represented_households,telemetry_planned,telemetry_attempted,telemetry_gateway_accepted,telemetry_gateway_failed,readings_generated,readings_gateway_accepted,readings_gateway_failed,gateway_retry_count,gateway_acceptance_rate_percent,generated_messages_per_second,gateway_latency,bounded_concurrency,primary_reading_mode,reporting_window_seconds,population,output_directory,end_to_end_validated,note
"scale-1000-2026-07-27T09-32-08-317Z","2026-07-27T09:32:08.414Z","2026-07-27T09:42:08.501Z",600.088,"staggered",false,1000,1000,100,1000,1000,1000,0,1000,1000,0,17,100,1.666,{"minimum_ms":10.46940000000177,"average_ms":249.77088950000098,"maximum_ms":8687.545599999954},8,true,600,{"households":100,"assets":1000,"profiles":{"prosumer_home":260,"standard_home":500,"apartment":240},"categories":{"home_battery":20,"smart_plug":220,"lighting_circuit":100,"water_heater":100,"washing_machine":100,"refrigerator":100,"dishwasher":70,"solar_inverter":20,"heat_pump":70,"ev_charger":70,"smart_meter":100,"thermostat_hvac":30},"simulated":true,"no_real_execution":true},"C:\\Users\\Mani\\Desktop\\Github\\IOT-PIPELINE\\docs\\scalability-results\\scale-1000-2026-07-27T09-32-08-317Z",false,"Gateway acceptance is not end-to-end success. Pipeline completion is evaluated separately."
