"run_id","status","devices","households","telemetry_messages","readings","slm_called","slm_invocation_percent","slm_accepted_percent","safely_unmapped_percent","arrival_readings_per_second","completion_readings_per_second","max_kafka_lag","final_kafka_lag","duplicate_semantic_ids","duplicate_ieee_ids","processing_errors"
"scale-1000-2026-07-27T09-32-08-317Z","passed","1000","100","1000","1000","1000","100","96.9","3.1","1.666","0.424","762","0","0","0","0"
