scenario_id,started_at,completed_at,elapsed_seconds,mode,dry_run,configured_devices,represented_devices,represented_households,telemetry_planned,telemetry_attempted,telemetry_gateway_accepted,telemetry_gateway_failed,readings_generated,readings_gateway_accepted,readings_gateway_failed,gateway_retry_count,gateway_acceptance_rate_percent,generated_messages_per_second,gateway_latency,bounded_concurrency,primary_reading_mode,reporting_window_seconds,population,output_directory,end_to_end_validated,note
"scale-100-2026-07-27T10-12-12-207Z","2026-07-27T10:12:12.270Z","2026-07-27T10:14:00.093Z",107.823,"staggered",false,100,17,7,100,17,0,17,59,0,59,0,0,0.158,{"minimum_ms":12.477200000008452,"average_ms":33.23312352941181,"maximum_ms":264.39320000000043},8,false,600,{"households":10,"assets":100,"profiles":{"prosumer_home":26,"apartment":24,"standard_home":50},"categories":{"home_battery":2,"smart_plug":22,"washing_machine":10,"refrigerator":10,"dishwasher":7,"lighting_circuit":10,"heat_pump":7,"ev_charger":7,"solar_inverter":2,"water_heater":10,"thermostat_hvac":3,"smart_meter":10},"simulated":true,"no_real_execution":true},"C:\\Users\\Mani\\Desktop\\Github\\IOT-PIPELINE\\docs\\scalability-results\\scale-100-2026-07-27T10-12-12-207Z",false,"Gateway acceptance is not end-to-end success. Pipeline completion is evaluated separately."
