"run_id","status","devices","households","telemetry_messages","readings","slm_called","slm_invocation_percent","slm_accepted_percent","safely_unmapped_percent","arrival_readings_per_second","completion_readings_per_second","max_kafka_lag","final_kafka_lag","duplicate_semantic_ids","duplicate_ieee_ids","processing_errors"
"scale-250-2026-07-27T08-30-32-424Z","failed","250","25","250","250","243","97.2","97.1193","2.8807","1.666","0.336","218","0","0","0","0"
