scenario_id,started_at,completed_at,elapsed_seconds,mode,dry_run,configured_devices,represented_devices,represented_households,telemetry_planned,telemetry_attempted,telemetry_gateway_accepted,telemetry_gateway_failed,readings_generated,readings_gateway_accepted,readings_gateway_failed,gateway_acceptance_rate_percent,generated_messages_per_second,gateway_latency,bounded_concurrency,primary_reading_mode,reporting_window_seconds,population,output_directory,end_to_end_validated,note
"scale-250-2026-07-27T08-44-51-490Z","2026-07-27T08:44:51.550Z","2026-07-27T08:47:21.573Z",150.024,"staggered",false,250,250,25,250,250,243,7,250,243,7,97.2,1.666,{"minimum_ms":12.39310000000114,"average_ms":784.7850629629629,"maximum_ms":5739.784900000013},8,true,150,{"households":25,"assets":250,"profiles":{"prosumer_home":52,"apartment":48,"standard_home":150},"categories":{"washing_machine":25,"home_battery":4,"smart_meter":25,"water_heater":25,"smart_plug":54,"lighting_circuit":25,"refrigerator":25,"dishwasher":19,"thermostat_hvac":6,"heat_pump":19,"ev_charger":19,"solar_inverter":4},"simulated":true,"no_real_execution":true},"C:\\Users\\Mani\\Desktop\\Github\\IOT-PIPELINE\\docs\\scalability-results\\scale-250-2026-07-27T08-44-51-490Z",false,"Gateway acceptance is not end-to-end success. Pipeline completion is evaluated separately."
