scenario_id,started_at,completed_at,elapsed_seconds,mode,dry_run,configured_devices,represented_devices,represented_households,telemetry_planned,telemetry_attempted,telemetry_gateway_accepted,telemetry_gateway_failed,readings_generated,readings_gateway_accepted,readings_gateway_failed,gateway_acceptance_rate_percent,generated_messages_per_second,gateway_latency,bounded_concurrency,primary_reading_mode,reporting_window_seconds,population,output_directory,end_to_end_validated,note
"scale-100-2026-07-27T08-18-55-222Z","2026-07-27T08:18:55.276Z","2026-07-27T08:19:55.318Z",60.042,"staggered",false,100,100,10,100,100,100,0,100,100,0,100,1.666,{"minimum_ms":11.513300000002346,"average_ms":17.615235000000336,"maximum_ms":120.87049999999999},8,true,60,{"households":10,"assets":100,"profiles":{"prosumer_home":26,"standard_home":50,"apartment":24},"categories":{"washing_machine":10,"smart_plug":22,"home_battery":2,"smart_meter":10,"heat_pump":7,"thermostat_hvac":3,"refrigerator":10,"dishwasher":7,"lighting_circuit":10,"ev_charger":7,"water_heater":10,"solar_inverter":2},"simulated":true,"no_real_execution":true},"C:\\Users\\Mani\\Desktop\\Github\\IOT-PIPELINE\\docs\\scalability-results\\scale-100-2026-07-27T08-18-55-222Z",false,"Gateway acceptance is not end-to-end success. Pipeline completion is evaluated separately."
