scenario_id,started_at,completed_at,elapsed_seconds,mode,dry_run,configured_devices,represented_devices,represented_households,telemetry_planned,telemetry_attempted,telemetry_gateway_accepted,telemetry_gateway_failed,readings_generated,readings_gateway_accepted,readings_gateway_failed,gateway_acceptance_rate_percent,generated_messages_per_second,gateway_latency,bounded_concurrency,output_directory,end_to_end_validated,note
"scale-100-2026-07-20T13-47-10-993Z","2026-07-20T13:47:11.040Z","2026-07-20T13:48:11.063Z",60.023,"steady",false,100,100,34,100,100,100,0,400,400,0,100,1.666,{"minimum_ms":12.675100000000384,"average_ms":27.880276999999907,"maximum_ms":799.1692999999999},32,"C:\\Users\\Mani\\Desktop\\Github\\IOT-PIPELINE\\docs\\scalability-results\\scale-100-2026-07-20T13-47-10-993Z",false,"Gateway acceptance is not end-to-end success. Pipeline completion is evaluated separately."
