scenario_id,started_at,completed_at,elapsed_seconds,mode,dry_run,configured_devices,represented_devices,represented_households,telemetry_planned,telemetry_attempted,telemetry_gateway_accepted,telemetry_gateway_failed,readings_generated,readings_gateway_accepted,readings_gateway_failed,gateway_acceptance_rate_percent,generated_messages_per_second,gateway_latency,bounded_concurrency,output_directory,end_to_end_validated,note
"scale-100-2026-07-20T13-56-57-347Z","2026-07-20T13:56:57.407Z","2026-07-20T13:57:57.435Z",60.028,"steady",false,100,100,34,100,100,100,0,400,400,0,100,1.666,{"minimum_ms":12.994399999999587,"average_ms":20.251388999999925,"maximum_ms":262.6586},32,"C:\\Users\\Mani\\Desktop\\Github\\IOT-PIPELINE\\docs\\scalability-results\\scale-100-2026-07-20T13-56-57-347Z",false,"Gateway acceptance is not end-to-end success. Pipeline completion is evaluated separately."
