"run_id","status","devices","households","telemetry_messages","readings","slm_called","slm_invocation_percent","slm_accepted_percent","safely_unmapped_percent","arrival_readings_per_second","completion_readings_per_second","max_kafka_lag","final_kafka_lag","duplicate_semantic_ids","duplicate_ieee_ids","processing_errors"
"scale-100-2026-07-20T13-56-57-347Z","failed","100","34","100","400","344","86","35.7558","64.2442","6.664","0.276","397","112","0","0","0"
