scenario_id,started_at,completed_at,elapsed_seconds,mode,dry_run,configured_devices,represented_devices,represented_households,telemetry_planned,telemetry_attempted,telemetry_gateway_accepted,telemetry_gateway_failed,readings_generated,gateway_acceptance_rate_percent,generated_messages_per_second,gateway_latency,bounded_concurrency,output_directory,end_to_end_validated,note
"scale-100-2026-07-20T13-38-42-983Z","2026-07-20T13:38:47.892Z","2026-07-20T13:39:49.700Z",61.808,"steady",false,100,100,34,100,100,99,1,400,99,1.618,{"minimum_ms":16.917300000000978,"average_ms":51.93087272727304,"maximum_ms":211.96889999999985},32,"C:\\Users\\Mani\\Desktop\\Github\\IOT-PIPELINE\\docs\\scalability-results\\scale-100-2026-07-20T13-38-42-983Z",false,"Gateway acceptance is not end-to-end success. Pipeline completion is evaluated separately."
